Name,Division,Wins,Loses,Draws,Nickname,Height,Weight,Reach,Stance,DOB
Uros Medic,Lightweight,7,0,0,The Doctor,"6' 1""",155 lbs.,"71""",Southpaw,1993-04-25
Valentina Shevchenko,Women's Flyweight,21,3,0,Bullet,"5' 5""",125 lbs.,"66""",Southpaw,1988-03-07
Vanessa Melo,Women's Bantamweight,11,8,0,NA,"5' 5""",135 lbs.,"65""",Orthodox,1988-03-27
Veronica Macedo,Women's Bantamweight,6,4,1,NA,"5' 4""",125 lbs.,"64""",Southpaw,1995-10-30
Vicente Luque,Welterweight,20,7,1,The Silent Assassin,"5' 11""",170 lbs.,"75""",Orthodox,1991-11-27
Victor Rodriguez,Flyweight,7,4,0,Vicious,"5' 5""",135 lbs.,"67""",Switch,1992-09-05
Victoria Leonardo,Women's Flyweight,8,4,0,Fury,"5' 5""",125 lbs.,"64""",Orthodox,1990-02-16
Vinc Pichel,Lightweight,13,2,0,From Hell,"5' 10""",155 lbs.,"72""",Orthodox,1982-11-23
Vince Cachero,Bantamweight,7,4,0,The Anomaly,"5' 6""",145 lbs.,"68""",Orthodox,1989-11-07
Vince Morales,Bantamweight,9,6,0,Vandetta,"5' 7""",145 lbs.,"70""",Orthodox,1990-11-12
Vince Murdock,Featherweight,12,3,0,NA,"5' 6""",145 lbs.,"64""",Orthodox,1991-03-21
Vinicius Moreira,Light Heavyweight,9,5,0,Mamute,"6' 4""",205 lbs.,"76""",Orthodox,1989-02-28
Virna Jandiroba,Women's Strawweight,17,2,0,Carcará,"5' 3""",115 lbs.,"64""",Orthodox,1988-05-30
Viviane Araujo,Women's Flyweight,10,3,0,Vivi,"5' 4""",125 lbs.,"68""",Orthodox,1986-11-21
Volkan Oezdemir,Light Heavyweight,17,5,0,No Time,"6' 2""",205 lbs.,"75""",Orthodox,1989-09-19
Walt Harris,Heavyweight,13,10,0,The Big Ticket,"6' 5""",250 lbs.,"77""",Southpaw,1983-06-10
Warlley Alves,Welterweight,15,5,0,NA,"5' 11""",170 lbs.,"72""",Orthodox,1991-01-04
Weili Zhang,Women's Strawweight,21,2,0,Magnum,"5' 4""",115 lbs.,"63""",Switch,1989-08-13
Wellington Turman,Middleweight,16,5,0,The Prodigy,"6' 0""",185 lbs.,"72""",Orthodox,1996-07-22
Wendell de Oliveira Marques,Welterweight,24,9,0,NA,"5' 10""",170 lbs.,,Orthodox,1983-06-01
Will Brooks,Lightweight,18,4,0,Ill Will,"5' 10""",155 lbs.,"72""",Orthodox,1986-10-08
William Knight,Light Heavyweight,9,2,0,Knightmare,"5' 10""",205 lbs.,"73""",Orthodox,1988-04-03
Wilson Reis,Flyweight,23,10,0,NA,"5' 4""",125 lbs.,"65""",Southpaw,1985-01-06
Wuliji Buren,Bantamweight,10,7,0,Beast Master,"5' 9""",135 lbs.,"69""",Orthodox,1989-03-01
Xiaonan Yan,Women's Strawweight,13,2,0,NA,"5' 5""",115 lbs.,"63""",Orthodox,1989-06-16
Yadong Song,Bantamweight,16,5,1,NA,"5' 8""",145 lbs.,"67""",Orthodox,1997-12-02
Yair Rodriguez,Featherweight,13,2,0,El Pantera,"5' 11""",145 lbs.,"71""",Orthodox,1992-10-06
Yana Kunitskaya,Women's Bantamweight,14,6,0,NA,"5' 6""",135 lbs.,"68""",Orthodox,1989-11-11
Yanan Wu,Women's Bantamweight,11,4,0,Mulan,"5' 8""",125 lbs.,"66""",Orthodox,1996-04-18
Yancy Medeiros,Lightweight,15,8,0,NA,"5' 10""",155 lbs.,"75""",Orthodox,1987-09-07
Yaozong Hu,Middleweight,3,2,0,Bad Boy,"6' 3""",205 lbs.,"72""",Orthodox,1995-04-07
Yoel Romero,Middleweight,13,5,0,Soldier of God,"6' 0""",185 lbs.,"73""",Southpaw,1977-04-30
Yorgan De Castro,Heavyweight,6,3,0,The Mad Titan,"6' 0""",250 lbs.,"74""",Orthodox,1986-12-19
Yoshihiro Akiyama,Welterweight,15,6,0,Sexyama,"5' 10""",170 lbs.,"75""",Orthodox,1975-07-29
Youssef Zalal,Featherweight,10,5,0,The Moroccan Devil,"5' 10""",145 lbs.,"72""",Switch,1996-09-04
Yushin Okami,Welterweight,34,13,0,Thunder,"6' 2""",170 lbs.,"75""",Southpaw,1981-07-21
Yuta Sasaki,Flyweight,20,6,2,NA,,,,,
Yves Edwards,Lightweight,42,22,1,NA,"5' 9""",155 lbs.,"73""",Southpaw,1976-09-30
Zabit Magomedsharipov,Featherweight,18,1,0,NA,"6' 1""",145 lbs.,"73""",Orthodox,1991-03-01
Zak Cummings,Middleweight,24,7,0,NA,"6' 0""",185 lbs.,"75""",Southpaw,1984-08-02
Zak Ottow,Welterweight,17,7,0,The Barbarian,"5' 11""",170 lbs.,"72""",Orthodox,1986-12-22
Zarah Fairn dos Santos,Women's Bantamweight,6,4,0,Infinite,"5' 8""",145 lbs.,"72""",Orthodox,1986-12-12
Zarrukh Adashev,Flyweight,3,3,0,The Lion,"5' 5""",125 lbs.,"65""",Southpaw,1992-07-29
Zhalgas Zhumagulov,Flyweight,14,5,0,NA,"5' 4""",125 lbs.,"66""",Switch,1988-08-29
Zhenhong Lu,Featherweight,0,0,0,Bull Demon King,"5' 8""",145 lbs.,"67""",Switch,1993-06-25
Zhu Rong,Lightweight,17,4,0,NA,,135 lbs.,,,2000-03-07
Zubaira Tukhugov,Featherweight,19,5,1,Warrior,"5' 8""",145 lbs.,"68""",Orthodox,1991-01-15
